宣|33
忠|33
納|33
宮|22
頭|10
園|16
剣|35
杉|35
料|13
枝|34
爪|34
盛|33
砂|33
肺|33
著|33
蔵|33
諸|33
攻|28
却|38
恩|32
蒸|33
賃|33
巣|31
掃|31
液|32
捨|32
細|17
操|33
似|31
訳|32
敬|33
離|31
糖|33
球|12
鍋|35
払|35
崩|37
慮|38
称|38
賄|38
敗|17
免|39
湖|35
患|37
抵|37
埋|39
醤|35
爆|37
並|28
恐|29
弾|37
器|13
貴|34
妹|6
燃|24
念|14
授|26
愛|17
油|35
奴|34
隷|34
紅|34
純|34
幕|34
芋|34
推|34
承|34
揮|34
損|34
刻|34
恥|35
松|14
択|38
描|38
豚|26
郵|26
誤|34
彫|35
丼|34
塀|47
販|24
始|9
年|4
緒|38
算|10
指|11
毛|3
闘|37
度|9
緩|38
場|8
曜|16
柱|40
寝|22
功|11
者|8
実|9
兄|3
査|21
歌|10
署|17
夜|6
恵|37
賂|38
記|7
更|30
土|2
氏|7
州|6
着|12
下|1
担|24
文|2
働|11
道|8
栄|17
田|2
配|10
贈|38
康|27
療|36
満|25
起|10
後|6
宇|19
効|25
降|34
候|25
航|29
購|30
構|25
元|3
存|16
薦|34
強|7
別|11
確|20
刊|38
輩|25
内|3
寿|35
避|38
打|4
繰|38
需|38
貿|36
遺|36
及|36
津|36
維|36
縄|36
姓|36
滑|42
伎|36
伸|36
奈|36
幅|36
頼|36
樹|41
跳|37
沖|36
摘|36
核|36
踏|36
懸|38
房|38
壮|50
幣|47
絶|28
併|38
盤|38
託|38
昭|37
妊|38
娠|38
旧|36
盟|36
漁|37
扱|38
閉|33
跡|37
漠|33
削|37
掲|37
逃|38
騒|30
宜|38
傾|38
還|38
絡|19
従|26
均|31
祉|39
謙|39
縮|34
当|5
火|2
丸|2
十|1
開|10
歴|19
族|12
壊|29
薬|17
泥|31
邦|39
暮|33
暇|27
点|6
線|10
救|31
渋|39
壁|39
斐|39
棋|39
片|39
菜|31
唱|40
躍|39
吹|40
抑|38
駆|40
稲|39
孝|40
褒|40
欺|47
兼|40
巡|40
堀|40
戒|40
携|40
衝|40
敏|40
鋭|40
獲|40
乱|19
透|40
誉|40
鈴|39
永|32
書|16
湯|12
導|23
蜜|41
徹|41
揚|42
瀬|41
包|41
措|41
我|26
桃|44
撤|41
防|20
至|41
墟|41
蜂|41
蛍|41
虎|41
測|35
垣|43
硬|45
酸|32
郷|41
完|14
艦|41
桜|32
犯|20
炭|41
継|36
仁|41
拳|41
潜|41
鉱|41
輪|13
将|36
陰|45
衣|41
枠|39
偽|41
侵|41
棄|41
泉|12
髪|44
梨|44
処|28
晴|15
隆|39
拠|41
伺|41
職|23
情|13
代|4
遜|41
組|7
汚|32
狭|24
早|4
素|21
狙|37
噌|35
相|9
福|13
利|11
賀|22
時|7
墓|31
俳|23
到|42
克|42
稼|45
床|42
思|6
哲|42
妨|20
僕|44
溝|45
演|23
奮|50
握|42
掘|42
弧|42
滝|45
墨|46
丘|44
揺|42
暫|42
仰|50
珍|43
泊|42
枢|42
析|42
籍|43
雷|44
匹|44
封|43
斗|44
網|42
糾|42
範|42
焦|42
潟|42
貢|43
狂|45
賭|45
朗|43
誰|43
竜|44
威|43
沈|43
摩|43
余|20
娯|44
缶|44
笠|44
寸|44
寮|46
裸|45
鈍|46
伝|11
臭|20
姫|44
軽|10
題|13
多|5
木|2
塾|45
眺|45
呪|45
叫|44
忍|44
刃|44
翼|44
塔|44
整|13
侍|44
容|19
棚|44
兵|17
命|11
粒|44
釣|44
曇|45
井|45
舟|45
矛|45
副|22
柔|43
刷|43
趣|43
距|43
旨|43
腕|24
岳|43
撲|43
懲|43
堂|17
疲|45
暦|45
嬢|45
也|45
脚|45
炉|43
滅|43
穏|46
魂|45
泰|43
詞|19
採|32
袋|42
柄|42
肝|42
芝|42
紛|42
軸|42
挑|42
頃|45
琴|43
双|42
沼|43
斉|43
慰|43
筒|43
潮|43
叱|44
砲|44
霊|45
泡|46
碁|46
吾|46
屋|9
陛|49
悔|48
幽|46
零|46
寧|46
斬|46
控|39
憶|48
猿|46
考|5
察|17
歳|46
溶|48
銘|50
鍵|46
耐|48
勇|15
瞳|46
依|36
輝|48
俗|49
癖|46
租|46
瞬|46
巾|47
踊|48
黙|46
鍛|46
換|36
庫|28
巻|25
賢|48
駒|49
綿|46
阻|46
菊|46
爽|47
佐|47
阜|39
俵|46
庄|46
誇|46
殿|40
瞭|47
哀|47
詐|47
怒|27
尺|47
伊|47
訴|25
霧|47
炊|47
婆|47
如|47
墜|47
憎|47
帽|47
感|13
扉|47
扇|47
憩|47
崖|47
恨|47
搬|50
掌|47
挿|47
桑|49
咲|48
悟|49
抽|49
滴|47
葬|37
拓|49
傷|32
誓|49
紫|49
胴|47
箸|47
襲|43
剤|40
脇|48
把|50
淀|50
伯|50
架|46
駐|40
遂|48
盆|46
虹|47
唇|47
粧|47
殖|40
率|20
鶴|49
剛|49
礎|49
堤|50
訂|50
茂|40
鉛|26
壇|49
斎|42
甲|39
贅|23
諾|36
尊|33
珠|49
概|49
辛|44
儀|41
懇|43
誠|41
訪|27
廷|50
征|49
劣|49
堰|50
彰|50
邪|50
淡|49
畑|41
招|27
煮|49
支|8
為|35
子|2
外|3
羽|5
覆|49
草|5
穂|46
争|11
皆|13
画|6
勘|49
奨|49
衰|49
鰐|50
域|22
要|9
砕|47
潤|49
峰|50
向|6
涼|46
腹|27
丈|15
改|19
選|13
紀|15
留|16
臓|34
魔|46
昔|11
唐|50
亭|50
先|4
苦|9
究|8
朱|44
疫|50
晶|50
幸|16
中|2
洞|50
滋|43
穫|48
病|10
税|21
浅|15
省|21
殴|48
塗|48
班|48
培|48
涯|50
后|50
彩|48
騎|48
麻|48
脅|48
尽|48
冬|3
隙|48
牧|43
畜|48
飢|48
霜|48
貼|48
鉢|48
妃|49
言|5
帳|48
謀|49
浸|49
唯|49
刈|49
翻|50
駄|50
諮|50
擦|43
偶|50
軌|50
漫|50
蟹|50
鬱|50
芸|14
告|18
陶|49
斜|48
迅|48
蚊|48
拘|49
灯|48
性|14
首|6
工|1
条|21
姿|22
罰|22
禁|18
熟|33
関|16
抱|37
縦|34
腐|34
港|12
源|34
慎|39
室|6
終|10
吐|34
勤|34
野|12
治|16
費|22
原|17
遅|35
裏|33
備|23
宿|13
状|22
示|22
戦|11
試|18
森|8
昆|19
派|21
許|18
熊|35
己|35
獄|35
本|2
層|24
春|15
俊|40
冷|28
々|2
響|25
以|7
餓|48
柳|47
隔|49
